Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
208,Entry short,2025-07-02 09:10,BEAR|1518.373|-977.9938638785|418.82928|3.6252790158|0.6441064639|270.1895680608|1248.1834319392|67.0524273821|63.697108251|284.2595100569|660.9331891227|1271.8590430345|5.252439054|126.914559306|-9.4291616629|-14.9846300073|-30.91792525|0.0043663051|2.4822066288|-0.072919915|0|1|0|1,107612.6,1,107612.6,-1296.9,-1.21,480.3,0.45,-2871.4,-2.67,91773.9,0.09
209,Exit short,2025-07-04 06:05,BULL|520.144|265.3795918367|417.120025|1.2469888014|0.5102040816|392.7617959184|127.3822040816|40.7491779516|38.5049976518|-101.6289098184|-211.170003779|-402.6612952167|1.84953644|86.3509988563|-10.2458237442|-20.3612813612|-9.8040920321|-0.1551392038|0.0546217977|0.2998241002|1|0|1|0,108909.5,1,107683.9,-1225.6,-1.14,107.6,0.10,-2800.1,-2.60,90548.3,0.09
209,Entry short,2025-07-02 13:55,BEAR|2286.643|-108.0159623699|431.76279|5.2960631462|0.0472377902|1089.313518815|1197.329481185|66.2144433783|75.7827472361|320.929065049|372.8425207871|944.3483822512|54.6248326096|134.955293739|15.3399702607|21.9643895082|22.8955028786|0.3543422516|4.7900648052|-0.7200035891|0|1|0|1,107683.9,1,107683.9,-1225.6,-1.14,107.6,0.10,-2800.1,-2.60,90548.3,0.09
210,Exit short,2025-07-04 06:05,BULL|520.144|265.3795918367|417.120025|1.2469888014|0.5102040816|392.7617959184|127.3822040816|40.7491779516|38.5049976518|-101.6289098184|-211.170003779|-402.6612952167|1.84953644|86.3509988563|-10.2458237442|-20.3612813612|-9.8040920321|-0.1551392038|0.0546217977|0.2998241002|1|0|1|0,108909.5,1,107764.8,-1144.7,-1.06,64.8,0.06,-2719.2,-2.52,89403.6,0.09
210,Entry short,2025-07-02 14:35,BEAR|2137.72|-1796.9860953145|469.7721|4.5505469567|0.8406087305|170.3669523428|1967.3530476572|56.7146941267|55.1636407749|128.7722615509|242.7073864297|837.1997423708|21.4793387844|169.5535629252|-5.9487538803|-12.6456982784|-24.3460861006|-0.0158628559|2.1590336943|-0.1446008012|0|1|0|1,107764.8,1,107764.8,-1144.7,-1.06,64.8,0.06,-2719.2,-2.52,89403.6,0.09
211,Exit short,2025-07-04 06:05,BULL|520.144|265.3795918367|417.120025|1.2469888014|0.5102040816|392.7617959184|127.3822040816|40.7491779516|38.5049976518|-101.6289098184|-211.170003779|-402.6612952167|1.84953644|86.3509988563|-10.2458237442|-20.3612813612|-9.8040920321|-0.1551392038|0.0546217977|0.2998241002|1|0|1|0,108909.5,1,108096.5,-813,-0.75,34.6,0.03,-2387.5,-2.21,88590.6,0.09
211,Entry short,2025-07-02 15:00,BEAR|1088.405|-294.960704607|484.72735|2.2453963037|0.27100271|396.7221476965|691.6828523035|60.2918340539|61.9638865818|225.1237195366|363.0950910238|972.3864195378|15.1857667458|180.5278112156|3.5771399272|6.800245807|-6.2935720386|0.1670967018|-2.305150653|-0.5696060204|0|1|0|1,108096.5,1,108096.5,-813,-0.75,34.6,0.03,-2387.5,-2.21,88590.6,0.09
212,Exit short,2025-07-04 06:05,BULL|520.144|265.3795918367|417.120025|1.2469888014|0.5102040816|392.7617959184|127.3822040816|40.7491779516|38.5049976518|-101.6289098184|-211.170003779|-402.6612952167|1.84953644|86.3509988563|-10.2458237442|-20.3612813612|-9.8040920321|-0.1551392038|0.0546217977|0.2998241002|1|0|1|0,108909.5,1,108420,-489.5,-0.45,288,0.27,-2064,-1.90,88101.1,0.09
212,Entry short,2025-07-02 15:20,BEAR|3358.603|-499.2362166152|522.56365|6.4271653798|0.1486440096|1429.6833916924|1928.9196083076|68.2404722798|74.0375000506|423.2153674862|622.273522417|1274.2802158525|43.3045557744|186.2671339059|7.1202790355|10.535507225|30.6346072525|0.3066291538|4.6794324724|-0.7169394468|0|1|0|1,108420,1,108420,-489.5,-0.45,288,0.27,-2064,-1.90,88101.1,0.09
213,Exit short,2025-07-04 06:05,BULL|520.144|265.3795918367|417.120025|1.2469888014|0.5102040816|392.7617959184|127.3822040816|40.7491779516|38.5049976518|-101.6289098184|-211.170003779|-402.6612952167|1.84953644|86.3509988563|-10.2458237442|-20.3612813612|-9.8040920321|-0.1551392038|0.0546217977|0.2998241002|1|0|1|0,108909.5,1,109338.4,428.9,0.39,857.8,0.78,-1145.6,-1.05,88530,0.09
213,Entry short,2025-07-02 17:30,BEAR|1877.593|-346.1315050422|714.76619|2.6268631984|0.1843485276|765.7307474789|1111.8622525211|68.0107633966|67.9058930334|381.6981005724|907.3001429877|2041.3635012499|-30.5517903531|203.7503196038|1.990836016|7.0513826959|-31.2046357552|0.1615662508|1.4277598833|0.0080021707|0|1|0|1,109338.4,1,109338.4,428.9,0.39,857.8,0.78,-1145.6,-1.05,88530,0.09
214,Exit short,2025-07-04 06:05,BULL|520.144|265.3795918367|417.120025|1.2469888014|0.5102040816|392.7617959184|127.3822040816|40.7491779516|38.5049976518|-101.6289098184|-211.170003779|-402.6612952167|1.84953644|86.3509988563|-10.2458237442|-20.3612813612|-9.8040920321|-0.1551392038|0.0546217977|0.2998241002|1|0|1|0,108909.5,1,110236.5,1327,1.20,1377.5,1.25,-198.4,-0.18,89857,0.09
214,Entry short,2025-07-03 14:05,BEAR|2838.763|-1767.8942498461|518.49204|5.475036801|0.6227692308|535.4343750769|2303.3286249231|70.8113244253|81.1000615311|580.3579962365|672.1037998482|1030.1344117603|138.8082181962|260.9137313126|7.8863774377|4.7046684361|81.307011139|0.4336439946|-0.5077947597|-0.1086694904|0|1|0|1,110236.5,1,110236.5,1327,1.20,1377.5,1.25,-198.4,-0.18,89857,0.09
215,Exit long,2025-07-06 00:10,BEAR|317.191|-175.6236484211|111.544315|2.8436321475|0.5536842105|70.7836757895|246.4073242105|50.536456578|41.5428413241|-7.1281274548|32.4505907324|68.5238444464|-5.2740379759|37.2266090269|-4.6813857387|-6.062106724|-4.7180087166|-0.00786093|2.2993454223|-0.0252631579|1|0|0|1,108085.8,1,108909.5,-823.7,-0.76,196.1,0.18,-1709.5,-1.57,89033.3,0.09
215,Entry long,2025-07-04 06:05,BULL|520.144|265.3795918367|417.120025|1.2469888014|0.5102040816|392.7617959184|127.3822040816|40.7491779516|38.5049976518|-101.6289098184|-211.170003779|-402.6612952167|1.84953644|86.3509988563|-10.2458237442|-20.3612813612|-9.8040920321|-0.1551392038|0.0546217977|0.2998241002|1|0|1|0,108909.5,1,108909.5,-823.7,-0.76,196.1,0.18,-1709.5,-1.57,89033.3,0.09
216,Exit long,2025-07-06 00:10,BEAR|317.191|-175.6236484211|111.544315|2.8436321475|0.5536842105|70.7836757895|246.4073242105|50.536456578|41.5428413241|-7.1281274548|32.4505907324|68.5238444464|-5.2740379759|37.2266090269|-4.6813857387|-6.062106724|-4.7180087166|-0.00786093|2.2993454223|-0.0252631579|1|0|0|1,108085.8,1,108703.5,-617.7,-0.57,367.6,0.34,-1503.5,-1.38,88415.6,0.09
216,Entry long,2025-07-04 07:30,BULL|367.953|143.4742108209|297.509265|1.2367782899|0.3899253731|255.7136054105|112.2393945895|40.0301343281|37.6086051386|-136.7656205459|-250.2754277209|-509.4241431317|-6.9034048994|92.6904308|-10.7223697118|-24.1377639015|-24.8395294635|-0.1890209997|0.6956844472|-0.4293166094|1|0|1|0,108703.5,1,108703.5,-617.7,-0.57,367.6,0.34,-1503.5,-1.38,88415.6,0.09
217,Exit long,2025-07-06 00:10,BEAR|317.191|-175.6236484211|111.544315|2.8436321475|0.5536842105|70.7836757895|246.4073242105|50.536456578|41.5428413241|-7.1281274548|32.4505907324|68.5238444464|-5.2740379759|37.2266090269|-4.6813857387|-6.062106724|-4.7180087166|-0.00786093|2.2993454223|-0.0252631579|1|0|0|1,108085.8,1,108599.9,-514.1,-0.47,471.2,0.43,-1399.9,-1.29,87901.5,0.09
217,Entry long,2025-07-04 08:10,BULL|553.262|203.833368421|284.825525|1.9424593354|0.3684210526|378.5476842105|174.7143157895|39.3794395904|37.011106689|-135.2738953027|-265.4479242018|-561.3615551256|-11.4511841178|84.6190748838|-8.7601161851|-15.8219258578|-8.4619592436|-0.1770826732|0.4732621917|-0.4120854708|1|0|1|0,108599.9,1,108599.9,-514.1,-0.47,471.2,0.43,-1399.9,-1.29,87901.5,0.09
218,Exit long,2025-07-06 00:10,BEAR|317.191|-175.6236484211|111.544315|2.8436321475|0.5536842105|70.7836757895|246.4073242105|50.536456578|41.5428413241|-7.1281274548|32.4505907324|68.5238444464|-5.2740379759|37.2266090269|-4.6813857387|-6.062106724|-4.7180087166|-0.00786093|2.2993454223|-0.0252631579|1|0|0|1,108085.8,1,108731.3,-645.5,-0.59,339.8,0.31,-1531.3,-1.41,87256,0.09
218,Entry long,2025-07-04 08:25,BULL|1497.162|1312.6040115208|286.501545|5.2256681548|0.8767281106|1404.8830057604|92.2789942396|39.4767238178|39.5873804846|-140.4138957947|-287.6923885565|-605.4023674062|-16.948728594|91.5949371427|0.3821762318|3.7461138923|-8.84150887|-0.0661507095|2.1562788697|0.5568356375|1|0|1|0,108731.3,1,108731.3,-645.5,-0.59,339.8,0.31,-1531.3,-1.41,87256,0.09
219,Exit long,2025-07-06 00:10,BEAR|317.191|-175.6236484211|111.544315|2.8436321475|0.5536842105|70.7836757895|246.4073242105|50.536456578|41.5428413241|-7.1281274548|32.4505907324|68.5238444464|-5.2740379759|37.2266090269|-4.6813857387|-6.062106724|-4.7180087166|-0.00786093|2.2993454223|-0.0252631579|1|0|0|1,108085.8,1,108361.8,-276,-0.25,51.2,0.05,-1161.8,-1.07,86980,0.09
219,Entry long,2025-07-04 13:40,BULL|2754.766|657.3368014208|286.850355|9.6034951743|0.2386180174|1706.0514007104|1048.7145992896|27.333945362|19.0881120857|-235.1826519598|-332.3718586712|-583.8321249795|-22.6438514494|99.9862007061|-7.6479695617|-6.2753077946|-5.9842943989|-0.18673784|8.1424121095|-0.7613819826|1|0|1|0,108361.8,1,108361.8,-276,-0.25,51.2,0.05,-1161.8,-1.07,86980,0.09
220,Exit long,2025-07-06 00:10,BEAR|317.191|-175.6236484211|111.544315|2.8436321475|0.5536842105|70.7836757895|246.4073242105|50.536456578|41.5428413241|-7.1281274548|32.4505907324|68.5238444464|-5.2740379759|37.2266090269|-4.6813857387|-6.062106724|-4.7180087166|-0.00786093|2.2993454223|-0.0252631579|1|0|0|1,108085.8,1,107534.2,551.6,0.51,833.9,0.78,-334.2,-0.31,87531.6,0.09
220,Entry long,2025-07-04 14:20,BULL|3177.283|22.4542968199|370.93404|8.5656280022|0.0070671378|1599.8686484099|1577.4143515901|10.1264018617|3.3065852654|-613.0946214632|-879.1399033071|-1268.0489749626|-79.9166409837|156.8352380909|-7.0019624582|-4.7523496033|-34.7551965557|-0.4132758748|-0.6633088026|-0.7153408889|1|0|1|0,107534.2,1,107534.2,551.6,0.51,833.9,0.78,-334.2,-0.31,87531.6,0.09
221,Exit long,2025-07-06 00:10,BEAR|317.191|-175.6236484211|111.544315|2.8436321475|0.5536842105|70.7836757895|246.4073242105|50.536456578|41.5428413241|-7.1281274548|32.4505907324|68.5238444464|-5.2740379759|37.2266090269|-4.6813857387|-6.062106724|-4.7180087166|-0.00786093|2.2993454223|-0.0252631579|1|0|0|1,108085.8,1,107986,99.8,0.09,382.1,0.35,-786,-0.73,87631.4,0.09
221,Entry long,2025-07-04 14:30,BULL|3717.769|2998.2008064516|397.19483|9.3600639263|0.8064516129|3357.9849032258|359.7840967742|33.6594732837|41.3848274248|-306.532745011|-607.6895839448|-1037.365489901|-58.9435238601|187.9074246804|20.5833026147|36.3018474589|4.4647140307|-0.0217756515|1.653628659|-0.1269681882|1|0|1|0,107986,1,107986,99.8,0.09,382.1,0.35,-786,-0.73,87631.4,0.09
222,Exit long,2025-07-06 00:10,BEAR|317.191|-175.6236484211|111.544315|2.8436321475|0.5536842105|70.7836757895|246.4073242105|50.536456578|41.5428413241|-7.1281274548|32.4505907324|68.5238444464|-5.2740379759|37.2266090269|-4.6813857387|-6.062106724|-4.7180087166|-0.00786093|2.2993454223|-0.0252631579|1|0|0|1,108085.8,1,107483.4,602.4,0.56,884.7,0.82,-283.4,-0.26,88233.8,0.09
222,Entry long,2025-07-04 16:30,BULL|1318.496|1155.3230143647|498.8847|2.6428872242|0.8762430939|1236.9095071823|81.5864928177|37.1121929099|39.7262589874|-189.4376962916|-509.561352419|-1202.2383255568|-2.9591520482|173.5329114046|2.1031412903|7.5487699799|-17.6645393504|-0.0685360167|0.8409403299|-0.0365604381|1|0|1|0,107483.4,1,107483.4,602.4,0.56,884.7,0.82,-283.4,-0.26,88233.8,0.09
223,Exit long,2025-07-06 00:10,BEAR|317.191|-175.6236484211|111.544315|2.8436321475|0.5536842105|70.7836757895|246.4073242105|50.536456578|41.5428413241|-7.1281274548|32.4505907324|68.5238444464|-5.2740379759|37.2266090269|-4.6813857387|-6.062106724|-4.7180087166|-0.00786093|2.2993454223|-0.0252631579|1|0|0|1,108085.8,1,107412.7,673.1,0.63,955.4,0.89,-212.7,-0.20,88906.9,0.09
223,Entry long,2025-07-04 19:10,BULL|1603.344|909.5301219109|550.605815|2.9119634343|0.5672707304|1256.4370609555|346.9069390445|33.751235806|19.9496523704|-228.200623552|-337.4284930488|-980.0340154221|-33.0781193881|116.1459986911|-15.2680786198|-28.6617560101|-22.2686113584|-0.2664866566|2.557135641|-0.4291191613|1|0|1|0,107412.7,1,107412.7,673.1,0.63,955.4,0.89,-212.7,-0.20,88906.9,0.09
224,Exit short,2025-07-06 10:10,BULL|714.925|642.3112584018|99.10515|7.2138027136|0.8984316654|678.6181292009|36.3068707991|39.5563982942|41.0253484001|-61.3013852592|-99.6215298942|-149.5545580868|-14.4428392638|42.179622153|-6.3461778019|-4.7275219645|-15.4146085799|-0.0896567757|6.4076105543|0.5711589381|1|0|1|0,107848.7,1,108085.8,237.1,0.22,342.4,0.32,-125.2,-0.12,89144,0.09
224,Entry short,2025-07-06 00:10,BEAR|317.191|-175.6236484211|111.544315|2.8436321475|0.5536842105|70.7836757895|246.4073242105|50.536456578|41.5428413241|-7.1281274548|32.4505907324|68.5238444464|-5.2740379759|37.2266090269|-4.6813857387|-6.062106724|-4.7180087166|-0.00786093|2.2993454223|-0.0252631579|1|0|0|1,108085.8,1,108085.8,237.1,0.22,342.4,0.32,-125.2,-0.12,89144,0.09
225,Exit short,2025-07-06 10:10,BULL|714.925|642.3112584018|99.10515|7.2138027136|0.8984316654|678.6181292009|36.3068707991|39.5563982942|41.0253484001|-61.3013852592|-99.6215298942|-149.5545580868|-14.4428392638|42.179622153|-6.3461778019|-4.7275219645|-15.4146085799|-0.0896567757|6.4076105543|0.5711589381|1|0|1|0,107848.7,1,108159.2,310.5,0.29,415.8,0.38,-51.8,-0.05,89454.5,0.09
225,Entry short,2025-07-06 00:55,BEAR|137.513|-98.2235714286|110.070665|1.2493156101|0.7142857143|19.6447142857|117.8682857143|52.2696572906|50.043505305|7.3934459478|37.9205849408|79.9270443521|0.8614472128|39.6819539049|7.2927477228|14.452622079|12.901284861|0.0473688982|0.4603855761|0.6607142857|0|1|0|1,108159.2,1,108159.2,310.5,0.29,415.8,0.38,-51.8,-0.05,89454.5,0.09
226,Exit short,2025-07-06 10:10,BULL|714.925|642.3112584018|99.10515|7.2138027136|0.8984316654|678.6181292009|36.3068707991|39.5563982942|41.0253484001|-61.3013852592|-99.6215298942|-149.5545580868|-14.4428392638|42.179622153|-6.3461778019|-4.7275219645|-15.4146085799|-0.0896567757|6.4076105543|0.5711589381|1|0|1|0,107848.7,1,108095.8,247.1,0.23,352.4,0.33,-84.2,-0.08,89701.6,0.09
226,Entry short,2025-07-06 02:25,BEAR|389.478|-388.1989261084|105.802065|3.6811946912|0.9967159278|0.6395369458|388.8384630542|45.0896652503|39.2469157481|-35.6632304136|-21.2540449392|20.5975920698|4.3350480556|36.6056327996|-6.8707880856|-17.2169610993|6.3040493068|-0.0287642029|2.8727260265|0.2411603722|1|0|1|0,108095.8,1,108095.8,247.1,0.23,352.4,0.33,-84.2,-0.08,89701.6,0.09
227,Exit long,2025-07-06 13:45,BEAR|1065.515|-754.2409550563|136.371075|7.8133504484|0.7078651685|155.6370224718|909.8779775282|77.6306223831|77.3221753023|321.5082973085|439.5879106188|499.5415298119|45.3451808766|71.4383769579|6.1383519952|3.7514307147|34.313538475|0.3299146326|6.8036420739|-0.2921348315|0|1|0|1,108641,1,107848.7,792.3,0.73,809.3,0.75,-0.1,0.00,90493.9,0.09
227,Entry long,2025-07-06 10:10,BULL|714.925|642.3112584018|99.10515|7.2138027136|0.8984316654|678.6181292009|36.3068707991|39.5563982942|41.0253484001|-61.3013852592|-99.6215298942|-149.5545580868|-14.4428392638|42.179622153|-6.3461778019|-4.7275219645|-15.4146085799|-0.0896567757|6.4076105543|0.5711589381|1|0|1|0,107848.7,1,107848.7,792.3,0.73,809.3,0.75,-0.1,0.00,90493.9,0.09
228,Exit short,2025-07-07 13:05,BULL|436.422|125.2618903108|319.995615|1.3638374388|0.2870201097|280.8419451554|155.5800548446|29.5180634567|24.9755601971|-185.9443009164|-325.310928415|-497.5243451754|-13.320199061|79.5928723206|-5.7419830724|-9.9117199847|3.6631312511|-0.1229323752|-0.0075108223|-0.0991185042|1|0|1|0,108342.3,1,108641,298.7,0.27,431.4,0.40,-1043.7,-0.96,90792.6,0.09
228,Entry short,2025-07-06 13:45,BEAR|1065.515|-754.2409550563|136.371075|7.8133504484|0.7078651685|155.6370224718|909.8779775282|77.6306223831|77.3221753023|321.5082973085|439.5879106188|499.5415298119|45.3451808766|71.4383769579|6.1383519952|3.7514307147|34.313538475|0.3299146326|6.8036420739|-0.2921348315|0|1|0|1,108641,1,108641,298.7,0.27,431.4,0.40,-1043.7,-0.96,90792.6,0.09
229,Exit short,2025-07-07 13:05,BULL|436.422|125.2618903108|319.995615|1.3638374388|0.2870201097|280.8419451554|155.5800548446|29.5180634567|24.9755601971|-185.9443009164|-325.310928415|-497.5243451754|-13.320199061|79.5928723206|-5.7419830724|-9.9117199847|3.6631312511|-0.1229323752|-0.0075108223|-0.0991185042|1|0|1|0,108342.3,1,109385.8,1043.5,0.95,1120.7,1.02,-281.5,-0.26,91836.1,0.09
229,Entry short,2025-07-06 21:40,BEAR|3591.163|-2700.8331149585|281.98252|12.7354099822|0.7520775623|445.1649425208|3145.9980574792|80.3940864702|91.3128742887|510.4780156168|616.8073784792|865.3057262385|66.6689199797|127.8237113893|24.5125036904|33.039885394|58.6969209442|0.5748041277|12.2522555291|0.5328262254|0|1|0|1,109385.8,1,109385.8,1043.5,0.95,1120.7,1.02,-281.5,-0.26,91836.1,0.09
230,Exit long,2025-07-08 10:25,BEAR|1889.175|-1227.0117581187|287.72977|6.565796094|0.6494960806|331.0816209407|1558.0933790593|66.0386507388|73.83576822|116.5542786997|197.9590017023|312.0056416022|10.7652263568|61.4457787714|7.7481490937|14.2902717318|-0.6530745217|0.0898574551|6.0787048233|-0.1035056346|0|1|0|1,108551.3,1,108342.3,209,0.19,296.3,0.27,-942.3,-0.87,92045.1,0.09
230,Entry long,2025-07-07 13:05,BULL|436.422|125.2618903108|319.995615|1.3638374388|0.2870201097|280.8419451554|155.5800548446|29.5180634567|24.9755601971|-185.9443009164|-325.310928415|-497.5243451754|-13.320199061|79.5928723206|-5.7419830724|-9.9117199847|3.6631312511|-0.1229323752|-0.0075108223|-0.0991185042|1|0|1|0,108342.3,1,108342.3,209,0.19,296.3,0.27,-942.3,-0.87,92045.1,0.09
231,Exit long,2025-07-08 10:25,BEAR|1889.175|-1227.0117581187|287.72977|6.565796094|0.6494960806|331.0816209407|1558.0933790593|66.0386507388|73.83576822|116.5542786997|197.9590017023|312.0056416022|10.7652263568|61.4457787714|7.7481490937|14.2902717318|-0.6530745217|0.0898574551|6.0787048233|-0.1035056346|0|1|0|1,108551.3,1,108020.7,530.6,0.49,617.9,0.57,-620.7,-0.57,92575.7,0.09
231,Entry long,2025-07-07 13:20,BULL|762.85|136.0326923077|325.53119|2.3434006431|0.1783216783|449.4413461539|313.4086538461|28.678353436|24.5092152572|-201.049061545|-353.009902052|-548.974524566|-12.8173351194|83.4387538223|-5.2802298325|-7.2585070618|-6.6458825006|-0.1553476873|1.0579174034|-0.6535438141|1|0|1|0,108020.7,1,108020.7,530.6,0.49,617.9,0.57,-620.7,-0.57,92575.7,0.09
232,Exit long,2025-07-08 10:25,BEAR|1889.175|-1227.0117581187|287.72977|6.565796094|0.6494960806|331.0816209407|1558.0933790593|66.0386507388|73.83576822|116.5542786997|197.9590017023|312.0056416022|10.7652263568|61.4457787714|7.7481490937|14.2902717318|-0.6530745217|0.0898574551|6.0787048233|-0.1035056346|0|1|0|1,108551.3,1,108185.8,365.5,0.34,452.8,0.42,-785.8,-0.73,92941.2,0.09
232,Entry long,2025-07-07 13:50,BULL|1047.232|278.4236020583|357.244305|2.9314169193|0.2658662093|662.8278010291|384.4041989709|36.98776823|37.5736915884|-205.6817651467|-385.6533618188|-635.7052873859|-9.8732302447|139.4942427526|16.1800650647|23.8193655135|16.0950738915|0.0834098618|-1.6998724565|-0.3366930681|1|0|1|0,108185.8,1,108185.8,365.5,0.34,452.8,0.42,-785.8,-0.73,92941.2,0.09
233,Exit long,2025-07-08 10:25,BEAR|1889.175|-1227.0117581187|287.72977|6.565796094|0.6494960806|331.0816209407|1558.0933790593|66.0386507388|73.83576822|116.5542786997|197.9590017023|312.0056416022|10.7652263568|61.4457787714|7.7481490937|14.2902717318|-0.6530745217|0.0898574551|6.0787048233|-0.1035056346|0|1|0|1,108551.3,1,108136.8,414.5,0.38,501.8,0.46,-736.8,-0.68,93355.7,0.09
233,Entry long,2025-07-07 14:45,BULL|1117.572|130.9416784741|351.48199|3.1795996148|0.1171662125|624.256839237|493.315160763|38.4277771053|34.2108218685|-244.3932646602|-407.9728504057|-706.3909884374|-19.0560892566|183.9124835301|-2.203069843|-3.5326131079|-44.2799950049|-0.0996365164|-0.0911662625|-0.6911215835|1|0|1|0,108136.8,1,108136.8,414.5,0.38,501.8,0.46,-736.8,-0.68,93355.7,0.09
234,Exit long,2025-07-08 10:25,BEAR|1889.175|-1227.0117581187|287.72977|6.565796094|0.6494960806|331.0816209407|1558.0933790593|66.0386507388|73.83576822|116.5542786997|197.9590017023|312.0056416022|10.7652263568|61.4457787714|7.7481490937|14.2902717318|-0.6530745217|0.0898574551|6.0787048233|-0.1035056346|0|1|0|1,108551.3,1,108112.3,439,0.41,526.3,0.49,-712.3,-0.66,93794.7,0.09
234,Entry long,2025-07-07 16:30,BULL|3043.812|9.330241924|373.43331|8.1508850938|0.0030653148|1526.571120962|1517.240879038|37.5061419516|25.7852388616|-234.5154945788|-297.8940115434|-581.7615749352|-27.9114585248|172.7310608069|-9.1330350684|-13.5504707157|-35.3170674744|-0.1998170884|6.9598726736|-0.4243031063|1|0|1|0,108112.3,1,108112.3,439,0.41,526.3,0.49,-712.3,-0.66,93794.7,0.09
